dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,date,hour
2022-03-25 00:00:00,12.63,12.12,1009,83,9.82,0.0,40,10000,3.6,360,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-03-25,0
2022-03-25 01:00:00,13.3,12.83,1009,82,10.3,0.0,20,10000,4.63,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-03-25,1
2022-03-25 02:00:00,13.46,12.98,1009,81,10.27,0.0,20,10000,5.66,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-03-25,2
2022-03-25 03:00:00,13.26,12.76,1007,81,10.07,0.0,20,10000,7.2,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-03-25,3
2022-03-25 04:00:00,13.39,12.87,1007,80,10.01,0.0,0,10000,7.72,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-25,4
2022-03-25 05:00:00,13.43,12.92,1007,80,10.05,0.0,0,10000,6.69,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-25,5
2022-03-25 06:00:00,13.43,12.89,1008,79,9.87,0.0,20,10000,6.69,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-03-25,6
2022-03-25 07:00:00,13.51,12.95,1008,78,9.75,0.09,20,10000,6.69,20,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,7
2022-03-25 08:00:00,13.65,13.08,1009,77,9.7,0.5,0,10000,5.66,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-03-25,8
2022-03-25 09:00:00,13.92,13.33,1008,75,9.57,1.36,20,10000,6.17,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,9
2022-03-25 10:00:00,14.33,13.83,1009,77,10.36,2.83,20,10000,6.17,40,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,10
2022-03-25 11:00:00,15.01,14.5,1009,74,10.42,4.18,20,10000,6.17,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,11
2022-03-25 12:00:00,16.21,15.69,1009,69,10.52,5.09,20,10000,6.69,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,12
2022-03-25 13:00:00,16.52,16.0,1009,68,10.6,4.47,20,10000,6.17,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,13
2022-03-25 14:00:00,16.81,16.3,1008,67,10.65,3.85,20,10000,5.66,40,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,14
2022-03-25 15:00:00,16.9,16.37,1009,66,10.51,2.75,20,10000,5.66,50,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,15
2022-03-25 16:00:00,16.78,16.18,1009,64,9.94,1.39,40,10000,5.14,50,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",2022-03-25,16
2022-03-25 17:00:00,17.06,16.49,1008,64,10.21,0.56,20,10000,5.14,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,17
2022-03-25 18:00:00,16.75,16.23,1009,67,10.6,0.13,20,10000,5.66,30,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-03-25,18
2022-03-25 19:00:00,16.14,15.61,1009,69,10.46,0.0,40,10000,4.12,30,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-03-25,19
2022-03-25 20:00:00,15.96,15.47,1009,71,10.71,0.0,40,10000,4.12,30,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",2022-03-25,20
2022-03-25 21:00:00,15.76,15.17,1009,68,9.87,0.0,20,10000,4.12,60,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-03-25,21
2022-03-25 22:00:00,15.16,14.56,1009,70,9.73,0.0,0,10000,3.09,80,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-25,22
2022-03-25 23:00:00,14.84,14.23,1010,71,9.64,0.0,0,10000,4.12,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-25,23
2022-03-26 00:00:00,14.21,13.64,1010,75,9.85,0.0,0,10000,4.63,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-26,0
2022-03-26 01:00:00,13.8,13.19,1010,75,9.45,0.0,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-26,1
2022-03-26 02:00:00,13.72,13.08,1008,74,9.17,0.0,0,10000,4.63,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-26,2
2022-03-26 03:00:00,13.18,12.59,1009,78,9.43,0.0,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-26,3
2022-03-26 04:00:00,12.67,12.06,1009,79,9.13,0.0,0,10000,5.14,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-03-26,4
