dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,weather,rain,wind_gust,date,hour
2022-05-20 00:00:00,17.26,16.76,1012,66,10.86,0.0,0,10000,5.66,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,0
2022-05-20 01:00:00,17.02,16.53,1012,67,10.85,0.0,0,10000,4.12,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,1
2022-05-20 02:00:00,17.26,16.71,1012,64,10.4,0.0,0,10000,4.12,340,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,2
2022-05-20 03:00:00,17.41,16.88,1012,64,10.54,0.0,0,10000,3.09,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,3
2022-05-20 04:00:00,17.01,16.46,1012,65,10.39,0.0,0,10000,4.63,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,4
2022-05-20 05:00:00,16.53,15.99,1012,67,10.39,0.0,0,10000,4.12,330,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,5
2022-05-20 06:00:00,17.37,16.78,1011,62,10.02,0.1,0,10000,5.14,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,6
2022-05-20 07:00:00,18.24,17.71,1013,61,10.6,0.58,0,10000,7.2,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,7
2022-05-20 08:00:00,20.03,19.63,1017,59,11.78,1.66,0,10000,6.69,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,8
2022-05-20 09:00:00,21.92,21.6,1013,55,12.48,3.41,0,10000,5.14,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,9
2022-05-20 10:00:00,25.32,25.11,1012,46,12.88,5.38,0,10000,8.23,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,10
2022-05-20 11:00:00,27.4,27.41,1012,44,14.08,7.31,0,10000,7.2,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,11
2022-05-20 12:00:00,29.26,29.07,1011,42,15.03,8.54,0,10000,7.72,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,12
2022-05-20 13:00:00,29.93,29.84,1012,42,15.63,6.86,0,10000,5.14,60,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,13
2022-05-20 14:00:00,30.87,30.75,1011,40,15.71,6.1,0,10000,6.69,10,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,14
2022-05-20 15:00:00,30.08,30.56,1015,46,17.2,4.68,0,10000,7.72,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,15
2022-05-20 16:00:00,29.27,29.89,1009,49,17.46,1.86,0,10000,6.69,360,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,16
2022-05-20 17:00:00,29.62,30.22,1009,48,17.45,0.97,0,10000,8.75,30,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,17
2022-05-20 18:00:00,27.56,28.21,1009,53,17.13,0.37,0,10000,6.17,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,2022-05-20,18
2022-05-20 19:00:00,25.91,25.99,1008,55,16.18,0.09,0,10000,6.69,20,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",{'1h': 0.13},,2022-05-20,19
2022-05-20 20:00:00,26.4,26.4,1006,53,16.06,0.0,0,10000,6.17,20,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,20
2022-05-20 21:00:00,25.89,26.0,1006,56,16.45,0.0,0,10000,4.63,40,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,21
2022-05-20 22:00:00,25.72,25.73,1006,53,15.43,0.0,0,10000,5.66,50,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-20,22
2022-05-20 23:00:00,25.01,25.08,1012,58,16.18,0.0,0,10000,3.09,70,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.12},9.26,2022-05-20,23
2022-05-21 00:00:00,24.65,24.74,1012,60,16.37,0.0,0,10000,2.57,100,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,8.75,2022-05-21,0
2022-05-21 01:00:00,24.28,24.43,1013,64,17.04,0.0,0,10000,4.63,180,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'1h': 0.24},,2022-05-21,1
2022-05-21 02:00:00,23.79,23.9,1012,64,16.58,0.0,0,10000,3.09,230,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-21,2
2022-05-21 03:00:00,22.38,22.34,1015,64,15.24,0.0,97,10000,4.02,259,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,6.71,2022-05-21,3
2022-05-21 04:00:00,21.32,21.36,1012,71,15.85,0.0,0,10000,6.17,260,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,11.83,2022-05-21,4
2022-05-21 05:00:00,20.29,20.36,1013,76,15.92,0.0,0,10000,4.63,210,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,2022-05-21,5
