dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,weather,date,hour,rain
2022-01-15 00:00:00,10.02,8.83,1023,67,4.18,0.0,20,10000,1.34,134,2.24,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-15,0,
2022-01-15 01:00:00,9.52,9.52,1024,66,3.49,0.0,0,10000,0.89,132,2.68,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,1,
2022-01-15 02:00:00,9.11,8.11,1027,68,3.52,0.0,20,10000,2.06,60,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-15,2,
2022-01-15 03:00:00,8.74,8.4,1022,67,2.96,0.0,0,10000,1.34,135,2.24,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,3,
2022-01-15 04:00:00,8.4,8.4,1022,67,2.64,0.0,0,10000,0.89,135,1.79,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,4,
2022-01-15 05:00:00,8.0,8.0,1022,66,2.04,0.0,0,10000,0.89,96,2.68,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,5,
2022-01-15 06:00:00,7.67,7.67,1023,70,2.55,0.0,0,10000,0.89,120,1.79,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,6,
2022-01-15 07:00:00,7.93,7.48,1023,68,2.39,0.0,0,10000,1.34,90,2.24,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,7,
2022-01-15 08:00:00,7.52,6.51,1023,70,2.41,0.0,20,10000,1.79,107,3.58,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-15,8,
2022-01-15 09:00:00,7.76,7.76,1024,72,3.04,0.17,0,10000,0.45,124,3.13,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-15,9,
2022-01-15 10:00:00,9.47,9.22,1024,68,3.87,0.44,0,10000,1.34,115,3.58,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-15,10,
2022-01-15 11:00:00,9.64,9.64,1024,71,4.65,0.78,0,10000,0.89,89,3.58,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-15,11,
2022-01-15 12:00:00,10.45,9.4,1024,71,5.42,1.02,0,10000,1.79,136,4.02,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2022-01-15,12,
2022-01-15 13:00:00,11.55,10.56,1023,69,6.07,0.93,0,10000,0.89,152,2.24,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-15,13,
2022-01-15 14:00:00,12.5,11.56,1022,67,6.55,0.76,0,10000,1.34,141,5.36,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-15,14,
2022-01-15 15:00:00,13.26,12.36,1022,66,7.05,0.47,0,10000,0.89,178,3.58,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",2022-01-15,15,
2022-01-15 16:00:00,13.7,12.85,1022,66,7.47,0.23,20,10000,1.03,0,,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",2022-01-15,16,
2022-01-15 17:00:00,13.68,12.91,1022,69,8.1,0.0,20,10000,0.45,42,0.89,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-15,17,
2022-01-15 18:00:00,12.61,11.81,1022,72,7.7,0.0,20,10000,0.89,74,1.34,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-15,18,
2022-01-15 19:00:00,11.96,11.14,1022,74,7.48,0.0,0,10000,2.57,30,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,19,
2022-01-15 20:00:00,11.42,10.6,1022,76,7.34,0.0,20,10000,0.45,122,0.89,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-15,20,
2022-01-15 21:00:00,11.26,10.45,1021,77,7.38,0.0,0,10000,1.03,0,6.17,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-15,21,
2022-01-15 22:00:00,10.63,9.76,1022,77,6.77,0.0,20,10000,1.03,30,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-15,22,
2022-01-15 23:00:00,10.42,9.58,1023,79,6.94,0.0,20,10000,0.89,87,1.34,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-15,23,
2022-01-16 00:00:00,10.87,10.1,1022,80,7.56,0.0,20,10000,2.06,0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-16,0,
2022-01-16 01:00:00,10.2,9.47,1023,84,7.62,0.0,20,10000,2.06,50,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-16,1,
2022-01-16 02:00:00,10.0,10.0,1023,85,7.6,0.0,20,10000,1.03,40,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-16,2,
2022-01-16 03:00:00,9.88,9.0,1023,84,7.31,0.0,20,10000,2.06,30,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-16,3,
2022-01-16 04:00:00,9.22,8.72,1023,86,7.0,0.0,20,9000,1.54,20,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-16,4,
2022-01-16 05:00:00,8.74,7.67,1024,87,6.7,0.0,20,9000,2.06,40,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",2022-01-16,5,
2022-01-16 06:00:00,8.51,7.4,1024,87,6.47,0.0,0,10000,2.06,50,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",2022-01-16,6,
2022-01-16 07:00:00,8.4,6.88,1025,87,6.36,0.0,0,10000,2.57,50,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",2022-01-16,7,{'1h': 1.02}
2022-01-16 08:00:00,8.19,6.63,1026,86,5.99,0.0,0,10000,2.57,50,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-16,8,
2022-01-16 09:00:00,8.65,7.17,1026,84,6.1,0.31,20,10000,2.57,50,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-16,9,
2022-01-16 10:00:00,9.86,7.78,1027,81,6.76,0.83,40,10000,4.12,60,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2022-01-16,10,
2022-01-16 11:00:00,11.79,10.93,1030,73,7.11,1.48,90,3000,3.6,40,,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",2022-01-16,11,
2022-01-16 12:00:00,11.99,11.28,1030,78,8.28,1.95,90,500,2.57,40,,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",2022-01-16,12,
2022-01-16 13:00:00,13.93,13.31,1029,74,9.38,2.08,20,10000,2.06,60,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",2022-01-16,13,
2022-01-16 14:00:00,15.19,14.57,1023,69,9.55,1.71,0,10000,2.06,60,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-16,14,
2022-01-16 15:00:00,15.95,15.35,1023,67,9.84,1.05,0,10000,2.06,60,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2022-01-16,15,
